Close,Qty,EPS
660.0,3547.0,17.94
651.0,5758.0,17.94
646.0,6085.0,17.94
648.0,6977.0,17.94
648.0,3303.0,17.94
635.0,6063.0,17.94
627.0,6771.0,17.94
615.0,10593.0,17.94
609.0,19957.0,17.94
610.0,6749.0,17.94
614.0,2568.0,17.94
612.0,9272.0,17.94
596.0,6455.0,17.94
582.0,10255.0,17.94
591.0,19889.0,17.94
587.0,6912.0,17.94
586.0,12668.0,17.94
570.0,15963.0,17.94
570.0,8105.0,17.94
547.0,21731.0,17.94
530.0,39521.0,17.94
545.0,18853.0,17.94
540.0,18744.0,17.94
533.0,22374.0,17.94
535.0,15416.0,17.94
508.0,20997.0,17.94
534.0,21646.0,17.94
562.0,21579.0,17.94
573.0,21959.0,17.94
569.0,24219.0,17.94
555.0,14632.0,17.94
533.0,15295.0,17.94
539.0,14565.0,17.94
539.0,7217.0,17.94
536.0,8066.0,17.94
529.0,10906.0,17.94
530.0,3967.0,17.94
534.0,9427.0,17.94
537.0,5999.0,17.94
535.0,6606.0,17.94
525.0,6368.0,17.94
520.0,5450.0,17.94
510.0,8363.0,17.94
514.0,3320.0,17.94
497.0,9448.0,17.94
482.0,13779.0,17.94
486.0,11911.0,17.94
502.0,15310.0,17.94
510.0,7855.0,17.94
522.0,9528.0,17.94
508.0,11020.0,17.94
508.0,7959.0,17.94
503.0,11264.0,17.94
497.0,14975.0,17.94
503.0,12959.0,17.94
501.0,7145.0,17.94
500.0,8569.0,17.94
505.0,11634.0,17.94
503.0,2861.0,24.79
497.0,7255.0,24.79
500.0,8214.0,24.79
499.0,12104.0,24.79
496.0,5109.0,24.79
494.0,8247.0,24.79
488.0,9530.0,24.79
480.0,12559.0,24.79
465.0,13693.0,24.79
456.0,20406.0,24.79
445.0,21770.0,24.79
455.0,10784.0,24.79
477.0,11343.0,24.79
475.0,15489.0,24.79
466.0,5095.0,24.79
460.0,5397.0,24.79
458.0,11518.0,24.79
438.0,23079.0,24.79
426.0,21780.0,24.79
414.0,16125.0,24.79
423.0,31399.0,24.79
407.0,11603.0,24.79
429.0,12093.0,24.79
446.0,25025.0,24.79
444.0,30607.0,24.79
440.0,16082.0,24.79
435.0,18519.0,24.79
425.0,8577.0,24.79
422.0,11868.0,24.79
420.0,3185.0,24.79
417.0,3580.0,24.79
419.0,5816.0,24.79
423.0,7026.0,24.79
431.0,6998.0,24.79
431.0,10286.0,24.79
425.0,3819.0,24.79
432.0,8613.0,24.79
435.0,10695.0,24.79
435.0,16549.0,24.79
439.0,10404.0,24.79
440.0,16755.0,24.79
449.0,29956.0,24.79
424.0,7412.0,24.79
432.0,7603.0,24.79
436.0,21202.0,24.79
432.0,11678.0,24.79
450.0,15335.0,24.79
477.0,11946.0,24.79
471.0,29039.0,24.79
460.0,11655.0,24.79
491.0,9033.0,24.79
490.0,22972.0,24.79
485.0,28912.0,24.79
484.0,10529.0,24.79
480.0,13087.0,24.79
482.0,7953.0,24.79
515.0,25801.0,24.79
508.0,37185.0,24.79
504.0,21185.0,24.79
482.0,7761.0,1.78
469.0,15342.0,1.78
502.0,23524.0,1.78
495.0,25355.0,1.78
509.0,28303.0,1.78
495.0,13024.0,1.78
492.0,18904.0,1.78
489.0,10384.0,1.78
483.0,6941.0,1.78
470.0,32564.0,1.78
470.0,7684.0,1.78
475.0,12835.0,1.78
471.0,13536.0,1.78
463.0,11320.0,1.78
465.0,4816.0,1.78
466.0,12151.0,1.78
470.0,12123.0,1.78
472.0,8925.0,1.78
465.0,8482.0,1.78
464.0,10087.0,1.78
465.0,12050.0,1.78
460.0,13712.0,1.78
453.0,9814.0,1.78
462.0,6832.0,1.78
461.0,7177.0,1.78
455.0,7627.0,1.78
451.0,13491.0,1.78
455.0,12546.0,1.78
450.0,6680.0,1.78
447.0,17317.0,1.78
455.0,14454.0,1.78
465.0,14634.0,1.78
453.0,16302.0,1.78
450.0,11279.0,1.78
438.0,20165.0,1.78
435.0,6720.0,1.78
440.0,7458.0,1.78
440.0,7361.0,1.78
445.0,13314.0,1.78
438.0,7346.0,1.78
436.0,2687.0,1.78
436.0,8393.0,1.78
431.0,6474.0,1.78
432.0,6999.0,1.78
439.0,10108.0,1.78
442.0,11037.0,1.78
436.0,11771.0,1.78
427.0,10121.0,1.78
430.0,7507.0,1.78
431.0,9683.0,1.78
435.0,7725.0,1.78
441.0,7012.0,1.78
445.0,15841.0,1.78
445.0,6158.0,1.78
446.0,4786.0,1.78
450.0,8340.0,1.78
445.0,5038.0,1.78
442.0,11997.0,21.96
455.0,11095.0,21.96
474.0,30535.0,21.96
470.0,17403.0,21.96
472.0,26329.0,21.96
466.0,30287.0,21.96
460.0,25111.0,21.96
463.0,10580.0,21.96
459.0,16769.0,21.96
458.0,8279.0,21.96
458.0,10079.0,21.96
461.0,10283.0,21.96
462.0,12151.0,21.96
463.0,12444.0,21.96
469.0,24579.0,21.96
468.0,18709.0,21.96
468.0,18924.0,21.96
465.0,14262.0,21.96
462.0,8816.0,21.96
467.0,54872.0,21.96
463.0,15597.0,21.96
462.0,17261.0,21.96
462.0,20057.0,21.96
456.0,18074.0,21.96
457.0,11655.0,21.96
457.0,13414.0,21.96
455.0,16330.0,21.96
458.0,13033.0,21.96
470.0,62701.0,21.96
465.0,32657.0,21.96
451.0,87940.0,21.96
441.0,142581.0,21.96
346.0,23965.0,21.96
349.0,15960.0,21.96
345.0,10659.0,21.96
340.0,19619.0,21.96
346.0,14034.0,21.96
342.0,12972.0,21.96
340.0,9124.0,21.96
346.0,13386.0,21.96
353.0,10391.0,21.96
353.0,9526.0,21.96
348.0,8406.0,21.96
350.0,4527.0,21.96
356.0,5365.0,21.96
357.0,5974.0,21.96
365.0,3978.0,21.96
350.0,10450.0,21.96
348.0,13409.0,21.96
350.0,7348.0,21.96
346.0,12361.0,21.96
351.0,8660.0,21.96
354.0,8392.0,21.96
355.0,6036.0,21.96
372.0,11856.0,21.96
375.0,18138.0,21.96
378.0,8754.0,13.51
369.0,33415.0,13.51
366.0,21882.0,13.51
362.0,20778.0,13.51
363.0,4063.0,13.51
358.0,11839.0,13.51
363.0,10493.0,13.51
363.0,3442.0,13.51
357.0,22323.0,13.51
353.0,10044.0,13.51
360.0,16310.0,13.51
354.0,3918.0,13.51
347.0,9870.0,13.51
340.0,19862.0,13.51
340.0,28151.0,13.51
351.0,8625.0,13.51
353.0,14865.0,13.51
356.0,12073.0,13.51
359.0,11657.0,13.51
351.0,15488.0,13.51
350.0,21715.0,13.51
345.0,27602.0,13.51
350.0,5861.0,13.51
351.0,12911.0,13.51
360.0,7226.0,13.51
365.0,16104.0,13.51
362.0,16846.0,13.51
360.0,11498.0,13.51
367.0,24683.0,13.51
370.0,11206.0,13.51
361.0,5819.0,13.51
363.0,9511.0,13.51
362.0,11257.0,13.51
357.0,7932.0,13.51
357.0,1292.0,13.51
358.0,10265.0,13.51
359.0,6093.0,13.51
365.0,7250.0,13.51
355.0,5006.0,13.51
360.0,19571.0,13.51
360.0,7876.0,13.51
352.0,8188.0,13.51
349.0,9168.0,13.51
349.0,15350.0,13.51
343.0,7661.0,13.51
339.0,16281.0,13.51
339.0,7672.0,13.51
337.0,13062.0,13.51
344.0,15700.0,13.51
342.0,11570.0,13.51
336.0,10654.0,13.51
338.0,10327.0,13.51
345.0,9386.0,13.51
348.0,17120.0,13.51
350.0,10010.0,13.51
346.0,8821.0,13.51
345.0,12291.0,13.51
347.0,16550.0,14.24
343.0,8376.0,14.24
343.0,9964.0,14.24
345.0,7411.0,14.24
341.0,7803.0,14.24
344.0,7029.0,14.24
351.0,22405.0,14.24
346.0,12943.0,14.24
348.0,17381.0,14.24
344.0,12608.0,14.24
347.0,22342.0,14.24
348.0,16782.0,14.24
348.0,8577.0,14.24
346.0,7027.0,14.24
341.0,4071.0,14.24
342.0,9362.0,14.24
347.0,5007.0,14.24
349.0,7453.0,14.24
348.0,11425.0,14.24
357.0,26577.0,14.24
360.0,31366.0,14.24
354.0,29824.0,14.24
347.0,5875.0,14.24
348.0,6636.0,14.24
347.0,11103.0,14.24
343.0,11992.0,14.24
345.0,13405.0,14.24
342.0,2742.0,14.24
334.0,18341.0,14.24
334.0,17242.0,14.24
339.0,20976.0,14.24
340.0,11941.0,14.24
327.0,45826.0,14.24
327.0,44678.0,14.24
326.0,12610.0,14.24
325.0,6604.0,14.24
326.0,31274.0,14.24
324.0,8329.0,14.24
319.0,17787.0,14.24
316.0,16734.0,14.24
309.0,18664.0,14.24
304.0,19432.0,14.24
298.0,15568.0,14.24
308.0,13125.0,14.24
307.0,15130.0,14.24
315.0,10960.0,14.24
308.0,11449.0,14.24
308.0,2719.0,14.24
308.0,5288.0,14.24
310.0,5694.0,14.24
318.0,14733.0,14.24
330.0,25338.0,14.24
328.0,15606.0,14.24
322.0,9966.0,14.24
323.0,3501.0,14.24
323.0,8904.0,14.24
318.0,13360.0,15.49
324.0,10296.0,15.49
330.0,13633.0,15.49
338.0,17142.0,15.49
346.0,33625.0,15.49
356.0,33695.0,15.49
350.0,35197.0,15.49
343.0,14697.0,15.49
340.0,15294.0,15.49
336.0,24001.0,15.49
334.0,42224.0,15.49
338.0,11337.0,15.49
341.0,32659.0,15.49
337.0,11511.0,15.49
337.0,17494.0,15.49
339.0,15267.0,15.49
342.0,14076.0,15.49
338.0,12434.0,15.49
339.0,20858.0,15.49
340.0,2489.0,15.49
340.0,4606.0,15.49
340.0,12323.0,15.49
340.0,10094.0,15.49
340.0,6321.0,15.49
338.0,8541.0,15.49
336.0,7443.0,15.49
334.0,26336.0,15.49
329.0,10394.0,15.49
333.0,5608.0,15.49
338.0,6193.0,15.49
338.0,14724.0,15.49
337.0,16961.0,15.49
328.0,9977.0,15.49
326.0,7155.0,15.49
334.0,3040.0,15.49
327.0,6980.0,15.49
321.0,12953.0,15.49
322.0,17638.0,15.49
325.0,4469.0,15.49
324.0,2655.0,15.49
327.0,8432.0,15.49
320.0,23503.0,15.49
318.0,4545.0,15.49
318.0,83801.0,15.49
318.0,2517.0,15.49
315.0,2483.0,15.49
316.0,1673.0,15.49
313.0,4336.0,15.49
310.0,18030.0,15.49
312.0,7345.0,15.49
314.0,15615.0,15.49
311.0,4695.0,15.49
306.0,12858.0,15.49
311.0,7603.0,15.49
315.0,8879.0,15.49
320.0,12796.0,15.49
319.0,5894.0,15.49
316.0,12165.0,15.49
320.0,8415.0,15.49
311.0,9992.0,15.49
315.0,13648.0,15.49
317.0,5868.0,15.49
316.0,3562.0,18.94
316.0,4190.0,18.94
317.0,4878.0,18.94
312.0,7255.0,18.94
310.0,11581.0,18.94
311.0,951.0,18.94
314.0,9354.0,18.94
314.0,5938.0,18.94
311.0,3729.0,18.94
310.0,6690.0,18.94
312.0,2672.0,18.94
313.0,6326.0,18.94
316.0,6318.0,18.94
317.0,5531.0,18.94
316.0,4436.0,18.94
315.0,6141.0,18.94
315.0,4293.0,18.94
312.0,10693.0,18.94
309.0,10753.0,18.94
304.0,8903.0,18.94
309.0,4058.0,18.94
312.0,2453.0,18.94
318.0,11005.0,18.94
322.0,19874.0,18.94
316.0,19853.0,18.94
317.0,10193.0,18.94
314.0,4251.0,18.94
314.0,868.0,18.94
313.0,24722.0,18.94
313.0,3770.0,18.94
325.0,19657.0,18.94
325.0,15344.0,18.94
340.0,62781.0,18.94
359.0,91649.0,18.94
366.0,93515.0,18.94
383.0,89078.0,18.94
383.0,90822.0,18.94
378.0,42207.0,18.94
382.0,66875.0,18.94
384.0,38444.0,18.94
390.0,70801.0,18.94
408.0,128576.0,18.94
413.0,133992.0,18.94
408.0,87720.0,18.94
411.0,52792.0,18.94
407.0,40826.0,18.94
423.0,112030.0,18.94
440.0,161693.0,18.94
447.0,131491.0,18.94
441.0,60980.0,18.94
438.0,48864.0,18.94
442.0,72471.0,18.94
435.0,57208.0,18.94
430.0,37786.0,18.94
422.0,59156.0,18.94
425.0,39411.0,18.94
422.0,39336.0,18.94
427.0,30008.0,18.94
428.0,38484.0,18.94
427.0,16922.0,18.94
431.0,35013.0,18.94
436.0,36357.0,18.94
441.0,36215.0,18.94
450.0,40570.0,36.78
448.0,17871.0,36.78
447.0,38249.0,36.78
445.0,28009.0,36.78
445.0,26122.0,36.78
430.0,52690.0,36.78
424.0,32369.0,36.78
430.0,17692.0,36.78
419.0,20649.0,36.78
420.0,30349.0,36.78
413.0,28303.0,36.78
419.0,38758.0,36.78
423.0,2343.0,36.78
416.0,19111.0,36.78
419.0,9149.0,36.78
425.0,19534.0,36.78
424.0,3169.0,36.78
419.0,16512.0,36.78
422.0,70675.0,36.78
413.0,17192.0,36.78
411.0,19592.0,36.78
415.0,8660.0,36.78
411.0,8880.0,36.78
408.0,8455.0,36.78
410.0,9871.0,36.78
411.0,12802.0,36.78
407.0,9895.0,36.78
405.0,11494.0,36.78
400.0,36901.0,36.78
403.0,22920.0,36.78
409.0,45055.0,36.78
358.0,34885.0,36.78
357.0,22789.0,36.78
375.0,23098.0,36.78
382.0,20752.0,36.78
375.0,31606.0,36.78
373.0,5460.0,36.78
378.0,30932.0,36.78
383.0,23739.0,36.78
388.0,33325.0,36.78
380.0,55370.0,36.78
380.0,28505.0,36.78
380.0,43983.0,36.78
392.0,46394.0,36.78
386.0,29532.0,36.78
381.0,29912.0,36.78
395.0,35578.0,36.78
389.0,21635.0,36.78
387.0,15441.0,36.78
380.0,9724.0,36.78
380.0,7155.0,36.78
382.0,19408.0,36.78
383.0,8316.0,36.78
377.0,9575.0,36.78
379.0,17398.0,36.78
382.0,26447.0,36.78
388.0,43470.0,36.78
390.0,28615.0,36.78
384.0,74495.0,36.78
386.0,8106.0,36.78
390.0,15949.0,34.31
398.0,77989.0,34.31
396.0,27748.0,34.31
392.0,5752.0,34.31
389.0,17919.0,34.31
390.0,7735.0,34.31
392.0,8939.0,34.31
392.0,20113.0,34.31
391.0,27179.0,34.31
393.0,12704.0,34.31
390.0,24692.0,34.31
392.0,23118.0,34.31
391.0,11447.0,34.31
390.0,22031.0,34.31
389.0,31537.0,34.31
389.0,14198.0,34.31
387.0,12115.0,34.31
390.0,9862.0,34.31
385.0,20647.0,34.31
386.0,10406.0,34.31
386.0,11167.0,34.31
384.0,15606.0,34.31
384.0,17211.0,34.31
387.0,13443.0,34.31
385.0,13348.0,34.31
389.0,10351.0,34.31
387.0,6553.0,34.31
384.0,13521.0,34.31
370.0,36648.0,34.31
374.0,16761.0,34.31
376.0,9932.0,34.31
378.0,7888.0,34.31
378.0,13490.0,34.31
381.0,31858.0,34.31
385.0,22986.0,34.31
391.0,26697.0,34.31
394.0,10089.0,34.31
400.0,55606.0,34.31
401.0,48902.0,34.31
398.0,31903.0,34.31
399.0,20294.0,34.31
401.0,38412.0,34.31
398.0,21236.0,34.31
399.0,3790.0,34.31
395.0,22176.0,34.31
396.0,11361.0,34.31
398.0,8113.0,34.31
398.0,15558.0,34.31
398.0,13921.0,34.31
398.0,15408.0,34.31
400.0,24402.0,34.31
410.0,54571.0,34.31
426.0,89445.0,34.31
436.0,101042.0,34.31
440.0,107396.0,34.31
468.0,147987.0,34.31
466.0,161971.0,34.31
458.0,116366.0,34.31
466.0,63030.0,34.31
469.0,54800.0,34.31
470.0,39084.0,34.71
492.0,106050.0,34.71
487.0,92921.0,34.71
482.0,60312.0,34.71
494.0,94558.0,34.71
484.0,79167.0,34.71
490.0,58722.0,34.71
506.0,128530.0,34.71
507.0,88888.0,34.71
502.0,84179.0,34.71
496.0,62052.0,34.71
495.0,23369.0,34.71
491.0,31276.0,34.71
483.0,35721.0,34.71
496.0,39149.0,34.71
494.0,33241.0,34.71
493.0,19495.0,34.71
488.0,25211.0,34.71
498.0,40990.0,34.71
487.0,42220.0,34.71
493.0,39731.0,34.71
491.0,49643.0,34.71
490.0,25182.0,34.71
484.0,38861.0,34.71
483.0,38921.0,34.71
482.0,39645.0,34.71
484.0,25076.0,34.71
484.0,24480.0,34.71
477.0,36547.0,34.71
480.0,31557.0,34.71
480.0,20813.0,34.71
480.0,19752.0,34.71
485.0,67442.0,34.71
478.0,49886.0,34.71
468.0,193172.0,34.71
470.0,30464.0,34.71
460.0,62274.0,34.71
451.0,91893.0,34.71
457.0,60515.0,34.71
458.0,33591.0,34.71
454.0,39607.0,34.71
451.0,35541.0,34.71
454.0,32855.0,34.71
461.0,43757.0,34.71
466.0,46789.0,34.71
471.0,30484.0,34.71
466.0,26800.0,34.71
467.0,29942.0,34.71
469.0,21895.0,34.71
467.0,14360.0,34.71
463.0,21927.0,34.71
456.0,27859.0,34.71
456.0,38691.0,34.71
455.0,31497.0,34.71
462.0,20331.0,34.71
462.0,16735.0,34.71
458.0,22121.0,34.71
452.0,31564.0,34.71
449.0,42350.0,34.71
445.0,37178.0,34.71
445.0,39147.0,34.71
443.0,15141.0,34.71
446.0,46364.0,34.71
448.0,14110.0,34.71
456.0,26501.0,34.56
459.0,28359.0,34.56
461.0,14798.0,34.56
463.0,16651.0,34.56
465.0,12440.0,34.56
474.0,32270.0,34.56
467.0,33130.0,34.56
459.0,47251.0,34.56
462.0,15259.0,34.56
465.0,7866.0,34.56
468.0,12296.0,34.56
467.0,20007.0,34.56
467.0,12134.0,34.56
465.0,34781.0,34.56
458.0,43065.0,34.56
453.0,17917.0,34.56
449.0,15933.0,34.56
449.0,11993.0,34.56
450.0,12265.0,34.56
449.0,5472.0,34.56
443.0,18041.0,34.56
444.0,46360.0,34.56
451.0,54223.0,34.56
460.0,37488.0,34.56
453.0,29190.0,34.56
454.0,38058.0,34.56
454.0,42153.0,34.56
448.0,32538.0,34.56
447.0,31024.0,34.56
447.0,52701.0,34.56
439.0,72685.0,34.56
439.0,29723.0,34.56
440.0,15482.0,34.56
436.0,11942.0,34.56
449.0,50696.0,34.56
451.0,22602.0,34.56
449.0,29014.0,34.56
448.0,35963.0,34.56
448.0,15778.0,34.56
448.0,27649.0,34.56
447.0,22108.0,34.56
448.0,79341.0,34.56
391.0,22199.0,34.56
380.0,31341.0,34.56
387.0,18010.0,34.56
395.0,23035.0,34.56
390.0,5187.0,34.56
383.0,7772.0,34.56
379.0,13501.0,34.56
379.0,13035.0,34.56
376.0,15432.0,34.56
375.0,14312.0,34.56
375.0,22722.0,34.56
378.0,9075.0,34.56
384.0,5241.0,34.56
384.0,7310.0,34.56
389.0,8409.0,34.56
385.0,3175.0,34.56
378.0,10343.0,34.56
385.0,11302.0,34.56
386.0,15604.0,34.56
386.0,10188.0,34.56
382.0,12661.0,40.78
384.0,6069.0,40.78
391.0,24454.0,40.78
398.0,37258.0,40.78
411.0,84273.0,40.78
408.0,29033.0,40.78
405.0,10405.0,40.78
400.0,10935.0,40.78
397.0,13299.0,40.78
400.0,20215.0,40.78
399.0,10888.0,40.78
400.0,27061.0,40.78
404.0,21981.0,40.78
398.0,12817.0,40.78
399.0,8746.0,40.78
406.0,22377.0,40.78
418.0,94663.0,40.78
417.0,33570.0,40.78
411.0,21424.0,40.78
410.0,20611.0,40.78
404.0,31833.0,40.78
400.0,21650.0,40.78
405.0,10402.0,40.78
406.0,24891.0,40.78
408.0,16628.0,40.78
406.0,19814.0,40.78
406.0,30520.0,40.78
404.0,26575.0,40.78
405.0,31452.0,40.78
403.0,47834.0,40.78
407.0,24306.0,40.78
405.0,24612.0,40.78
410.0,17775.0,40.78
410.0,20176.0,40.78
414.0,13581.0,40.78
414.0,17030.0,40.78
421.0,62405.0,40.78
418.0,46637.0,40.78
414.0,24206.0,40.78
416.0,17181.0,40.78
413.0,23427.0,40.78
415.0,23136.0,40.78
415.0,46469.0,40.78
414.0,34008.0,40.78
413.0,41239.0,40.78
412.0,35827.0,40.78
408.0,18417.0,40.78
405.0,28616.0,40.78
408.0,28129.0,40.78
411.0,35563.0,40.78
413.0,41445.0,40.78
427.0,102503.0,40.78
440.0,194558.0,40.78
438.0,146948.0,40.78
434.0,98321.0,40.78
433.0,33427.0,40.78
446.0,91556.0,40.78
450.0,123765.0,40.78
443.0,64306.0,40.78
472.0,160108.0,41.61
475.0,142355.0,41.61
477.0,131384.0,41.61
479.0,125366.0,41.61
482.0,195430.0,41.61
478.0,61558.0,41.61
472.0,55322.0,41.61
467.0,63904.0,41.61
471.0,57507.0,41.61
475.0,42456.0,41.61
470.0,31065.0,41.61
480.0,65696.0,41.61
492.0,128887.0,41.61
488.0,71812.0,41.61
481.0,63839.0,41.61
482.0,45781.0,41.61
481.0,66736.0,41.61
483.0,71613.0,41.61
488.0,73372.0,41.61
503.0,228218.0,41.61
508.0,123088.0,41.61
503.0,99381.0,41.61
511.0,78765.0,41.61
539.0,164128.0,41.61
548.0,194043.0,41.61
547.0,109712.0,41.61
554.0,106954.0,41.61
596.0,159238.0,41.61
594.0,174260.0,41.61
595.0,153538.0,41.61
610.0,166838.0,41.61
660.0,330732.0,41.61
639.0,334054.0,41.61
603.0,236109.0,41.61
608.0,305633.0,41.61
577.0,220724.0,41.61
575.0,168687.0,41.61
526.0,149878.0,41.61
567.0,265635.0,41.61
550.0,210135.0,41.61
518.0,215664.0,41.61
522.0,246391.0,41.61
508.0,197047.0,41.61
502.0,166700.0,41.61
509.0,192055.0,41.61
496.0,22489.0,41.61
482.0,95.0,34.68
468.0,60.0,34.68
469.0,75742.0,34.68
506.0,10579.0,34.68
525.0,33967.0,34.68
485.0,44886.0,34.68
490.0,64804.0,34.68
499.0,35198.0,34.68
510.0,72828.0,34.68
505.0,35217.0,34.68
502.0,69253.0,34.68
510.0,88061.0,34.68
516.0,91574.0,34.68
533.0,90120.0,34.68
553.0,189465.0,34.68
570.0,100312.0,32.12
627.0,1111.0,32.12
595.0,288033.0,32.12
587.0,193137.0,32.12
580.0,121795.0,32.12
579.0,102536.0,32.12
594.0,146673.0,32.12
588.0,101036.0,32.12
580.0,96294.0,32.12
570.0,155181.0,32.12
570.0,89310.0,32.12
552.0,125621.0,32.12
556.0,93087.0,32.12
550.0,89373.0,32.12
548.0,73572.0,32.12
553.0,49047.0,32.12
574.0,128478.0,32.12
572.0,74503.0,32.12
574.0,67657.0,32.12
577.0,120252.0,32.12
566.0,71817.0,32.12
566.0,37723.0,32.12
565.0,43780.0,32.12
554.0,59039.0,32.12
560.0,15745.0,32.12
565.0,23761.0,32.12
574.0,99698.0,32.12
576.0,94522.0,32.12
590.0,176951.0,32.12
588.0,140837.0,32.12
581.0,44108.0,32.12
589.0,169903.0,32.12
599.0,192770.0,32.12
595.0,68906.0,32.12
588.0,114541.0,32.12
577.0,72833.0,32.12
579.0,49349.0,32.12
577.0,62944.0,32.12
576.0,48020.0,32.12
587.0,93975.0,32.12
589.0,70052.0,32.12
581.0,46177.0,32.12
579.0,43649.0,32.12
590.0,115847.0,32.12
592.0,81497.0,32.12
589.0,54931.0,32.12
577.0,72466.0,32.12
578.0,33384.0,32.12
579.0,37060.0,32.12
580.0,48614.0,32.12
579.0,46486.0,32.12
573.0,58385.0,32.12
571.0,60813.0,32.12
579.0,73645.0,32.12
580.0,66773.0,32.12
577.0,54309.0,32.12
574.0,42913.0,32.12
575.0,66003.0,32.12
573.0,52226.0,32.12
574.0,73636.0,32.12
580.0,87414.0,32.12
579.0,49233.0,32.12
579.0,32158.0,32.12
578.0,40608.0,32.12
572.0,28061.0,42.14
577.0,17751.0,42.14
581.0,35260.0,42.14
605.0,399513.0,42.14
605.0,162894.0,42.14
617.0,139393.0,42.14
620.0,190125.0,42.14
622.0,173339.0,42.14
618.0,109064.0,42.14
619.0,134689.0,42.14
619.0,61952.0,42.14
618.0,86880.0,42.14
619.0,78936.0,42.14
618.0,66336.0,42.14
619.0,95856.0,42.14
642.0,246848.0,42.14
644.0,212901.0,42.14
670.0,274516.0,42.14
670.0,232275.0,42.14
691.0,259501.0,42.14
687.0,214571.0,42.14
697.0,538774.0,42.14
634.0,309672.0,42.14
624.0,235735.0,42.14
660.0,311229.0,42.14
647.0,193860.0,42.14
632.0,170189.0,42.14
653.0,199988.0,42.14
644.0,141764.0,42.14
623.0,158242.0,42.14
633.0,148276.0,42.14
626.0,128039.0,42.14
612.0,127221.0,42.14
616.0,104431.0,42.14
650.0,236248.0,42.14
667.0,337934.0,42.14
672.0,284988.0,42.14
669.0,170003.0,42.14
690.0,349388.0,42.14
707.0,674434.0,42.14
777.0,605883.0,42.14
854.0,555811.0,42.14
852.0,381481.0,42.14
827.0,390680.0,42.14
810.0,329040.0,42.14
854.0,359860.0,42.14
842.0,176925.0,42.14
870.0,370286.0,42.14
882.0,304296.0,42.14
899.0,304366.0,42.14
892.0,234042.0,42.14
883.0,184653.0,42.14
892.0,110605.0,42.14
908.0,250027.0,42.14
927.0,194033.0,42.14
915.0,176512.0,42.14
918.0,135414.0,42.14
912.0,174132.0,42.14
901.0,254035.0,35.73
906.0,223189.0,35.73
900.0,223860.0,35.73
889.0,205128.0,35.73
887.0,181625.0,35.73
885.0,234231.0,35.73
907.0,330776.0,35.73
900.0,154147.0,35.73
893.0,158020.0,35.73
875.0,325484.0,35.73
860.0,356920.0,35.73
